City,Month,AQI,Hospital,Resp,Emergency,outpatient,direct,indirect,total
Chennai,0,278.5094414157524,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Chennai,1,260.94952662640924,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Chennai,2,294.97943991433414,0.010223851,0.0051709157,0.0025729924,0.030671553000000004,168.49754900000002,46.51852205,215.01607105000002
Chennai,3,266.43824783000167,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Chennai,4,256.9289559292822,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Chennai,5,297.49955232221674,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Chennai,6,304.2798698698776,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Chennai,7,281.33876383248304,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Chennai,8,285.9850164448461,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Chennai,9,282.56342426514954,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Chennai,10,285.8000495326473,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Chennai,11,325.7337189799384,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Chennai,12,234.22357677821333,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Chennai,13,241.217186904736,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Chennai,14,299.8959220755559,0.010223851,0.0051709157,0.0025729924,0.030671553000000004,168.49754900000002,46.51852205,215.01607105000002
Chennai,15,291.9940186589935,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Chennai,16,290.1913670774017,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Chennai,17,311.48456704067104,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Indore,0,290.4282099159354,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Indore,1,335.76310350850366,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Indore,2,315.3652243051933,0.010223851,0.0051709157,0.0025729924,0.030671553000000004,168.49754900000002,46.51852205,215.01607105000002
Indore,3,334.81978884999324,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Indore,4,395.5882356865812,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Indore,5,371.25950364928593,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Indore,6,295.06165307316536,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Indore,7,270.2972578024296,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Indore,8,247.7601485428808,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Indore,9,291.39903270093987,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Indore,10,263.7685818350106,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Indore,11,314.5826345045948,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Indore,12,329.872931715028,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Indore,13,296.8058435547063,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Indore,14,350.6836579489471,0.010223851,0.0051709157,0.0025729924,0.030671553000000004,168.49754900000002,46.51852205,215.01607105000002
Indore,15,352.060694944657,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Indore,16,370.9816197696539,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Indore,17,378.1410589382947,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Jaipur,0,212.8278764592702,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Jaipur,1,213.85419234797416,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Jaipur,2,248.2243813634649,0.010223851,0.0051709157,0.0025729924,0.030671553000000004,168.49754900000002,46.51852205,215.01607105000002
Jaipur,3,256.5732027833454,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Jaipur,4,267.5373756685199,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Jaipur,5,232.6985274518865,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Jaipur,6,254.4695824822805,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Jaipur,7,264.5011984933986,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Jaipur,8,137.9156628292,0.010469043,0.0051325425,0.0026285218,0.031407129000000006,172.5168971,47.63414565,220.15104275
Jaipur,9,178.17624357667978,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Jaipur,10,241.27229522931296,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Jaipur,11,277.9297672349816,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Jaipur,12,194.6112556123981,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Jaipur,13,223.15957662528345,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Jaipur,14,227.4917929989089,0.010223851,0.0051709157,0.0025729924,0.030671553000000004,168.49754900000002,46.51852205,215.01607105000002
Jaipur,15,231.2630612497229,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Jaipur,16,232.1281018743532,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Jaipur,17,187.70007677616377,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Surat,0,236.67695402579295,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Surat,1,153.39407841066208,0.010369795,0.0051325425,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Surat,2,247.2533620304173,0.010223851,0.0051709157,0.0025729924,0.030671553000000004,168.49754900000002,46.51852205,215.01607105000002
Surat,3,250.26826770429295,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Surat,4,219.41362238256428,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Surat,5,177.94989321622552,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Surat,6,175.5202628376552,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Surat,7,229.47364828126535,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Surat,8,195.1662580269264,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Surat,9,210.44557741434525,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Surat,10,215.18456489988623,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Surat,11,259.4841939129208,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Surat,12,257.9590621664193,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Surat,13,158.91768975661105,0.010369795,0.0051325425,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Surat,14,224.54917768603957,0.010223851,0.0051709157,0.0025729924,0.030671553000000004,168.49754900000002,46.51852205,215.01607105000002
Surat,15,252.92786470092696,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Surat,16,220.29275850309384,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Surat,17,174.5820563032912,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Bhopal,0,251.2009712259565,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Bhopal,1,283.1509956635897,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Bhopal,2,307.9853631943657,0.010223851,0.0051709157,0.0025729924,0.030671553000000004,168.49754900000002,46.51852205,215.01607105000002
Bhopal,3,288.65044788198514,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Bhopal,4,228.6234940955409,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Bhopal,5,293.868157376038,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Bhopal,6,280.92306596529926,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Bhopal,7,231.2871075025328,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Bhopal,8,210.614112687597,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Bhopal,9,300.4315006990899,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Bhopal,10,306.32658372421145,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Bhopal,11,294.96235667846673,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Bhopal,12,180.3253646765297,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Bhopal,13,286.3981820302992,0.010369795,0.0051709157,0.0026285218,0.031109384999999996,170.96862829999998,47.18256725,218.15119554999998
Bhopal,14,282.0009955806649,0.010223851,0.0051709157,0.0025729924,0.030671553000000004,168.49754900000002,46.51852205,215.01607105000002
Bhopal,15,255.80833847585333,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Bhopal,16,247.11089319513155,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
Bhopal,17,246.97866020913676,0.010410561,0.0051709157,0.0026285218,0.031231683000000003,171.6045779,47.36805255,218.97263045
